"Full_key","Key","Time","Survival","Time_hours","Time_std","Survival_corrected","Standardized_Survival","Host","Pathogen","Host_taxa","Host_other","Pathogen_taxa","Pathogen_other","Max_num_host","Data"
"8C5XBCN2B.csv","8C5XBCN2B",34.2,72.6,34.2,0.359243697478992,72.6,0.723404255319149,"Zebrafish Denio rario","MRSA","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","raw"
"8C5XBCN2B.csv","8C5XBCN2B",49.5,56.2,49.5,0.519957983193277,56.2,0.557244174265451,"Zebrafish Denio rario","MRSA","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","raw"
"8C5XBCN2B.csv","8C5XBCN2B",64.8,28.9,64.8,0.680672268907563,28.9,0.2806484295846,"Zebrafish Denio rario","MRSA","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","raw"
"8C5XBCN2B.csv","8C5XBCN2B",80.1,6.1,80.1,0.841386554621849,6.1,0.049645390070922,"Zebrafish Denio rario","MRSA","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","raw"
"8C5XBCN2B.csv","8C5XBCN2B",95.2,1.2,95.2,1,1.2,0,"Zebrafish Denio rario","MRSA","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","raw"
"8VX95356.csv","8VX95356",0.9,100,21.6,0.0604026845637584,100,1,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",2,71.1,48,0.134228187919463,71.1,0.699584199584199,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",2.9,71.3,69.6,0.194630872483221,71.3,0.701663201663202,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",3,57.7,72,0.201342281879195,57.7,0.56029106029106,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",4,54.3,96,0.268456375838926,54.3,0.524948024948025,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",5,51.4,120,0.335570469798658,51.4,0.494802494802495,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",6,40.1,144,0.402684563758389,40.1,0.377338877338877,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",7,36.7,168,0.469798657718121,36.7,0.341995841995842,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",7.9,22.6,189.6,0.530201342281879,22.6,0.195426195426195,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",8.9,19.7,213.6,0.597315436241611,19.7,0.165280665280665,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",10,16.8,240,0.671140939597315,16.8,0.135135135135135,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",10.9,11.3,261.6,0.731543624161074,11.3,0.077962577962578,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",11.9,8.4,285.6,0.798657718120805,8.4,0.0478170478170478,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",12.9,3.9,309.6,0.865771812080537,3.9,0.00103950103950104,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",13.9,3.8,333.6,0.932885906040268,3.8,0,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8VX95356.csv","8VX95356",14.9,3.8,357.6,1,3.8,0,"Nile tilapia fingerlings 1.52 ± 0,081 g","Streptococcus agalactiae strain S13","Vertebrates","Fish","Bacteria","Gram-positive bacteria","6","probability"
"8WWUNHQ2.csv","8WWUNHQ2",0,99.2,0,0,99.2,1,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"8WWUNHQ2.csv","8WWUNHQ2",1,83,24,0.142857142857143,83,0.803159173754556,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"8WWUNHQ2.csv","8WWUNHQ2",2,66.8,48,0.285714285714286,66.8,0.606318347509113,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"8WWUNHQ2.csv","8WWUNHQ2",3,50.2,72,0.428571428571429,50.2,0.404617253948967,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"8WWUNHQ2.csv","8WWUNHQ2",4,41.6,96,0.571428571428571,41.6,0.300121506682868,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"8WWUNHQ2.csv","8WWUNHQ2",4.9,32.7,117.6,0.7,32.7,0.191980558930741,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"8WWUNHQ2.csv","8WWUNHQ2",6,25.1,144,0.857142857142857,25.1,0.0996354799513973,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"8WWUNHQ2.csv","8WWUNHQ2",7,16.9,168,1,16.9,0,"Female ICR mice (5-weeks old, weighing between 16 and 18 g each)","Aspergillus flavus","Vertebrates","Mice","Eukaryotes","Fungi","18","probability"
"9HB7IP4W_1.csv","9HB7IP4W",0,99.6,0,0,99.6,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",1,94.4,24,0.0416666666666667,94.4,0.947791164658635,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",2.1,91.8,50.4,0.0875,91.8,0.921686746987952,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",3.1,87.4,74.4,0.129166666666667,87.4,0.877510040160643,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",4,76.8,96,0.166666666666667,76.8,0.771084337349398,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",5,62.9,120,0.208333333333333,62.9,0.631526104417671,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",6,53.9,144,0.25,53.9,0.541164658634538,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",7,47.9,168,0.291666666666667,47.9,0.480923694779117,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",8,41.2,192,0.333333333333333,41.2,0.413654618473896,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",9,37.6,216,0.375,37.6,0.377510040160643,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",10,32.4,240,0.416666666666667,32.4,0.325301204819277,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",11,27.5,264,0.458333333333333,27.5,0.276104417670683,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",12.1,25.4,290.4,0.504166666666667,25.4,0.255020080321285,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",13,22.6,312,0.541666666666667,22.6,0.226907630522088,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",14,19.7,336,0.583333333333333,19.7,0.197791164658635,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",15,18.9,360,0.625,18.9,0.189759036144578,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",16,15.3,384,0.666666666666667,15.3,0.153614457831325,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",17,12.5,408,0.708333333333333,12.5,0.125502008032129,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",18.1,10.7,434.4,0.754166666666667,10.7,0.107429718875502,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",19.1,10.6,458.4,0.795833333333333,10.6,0.106425702811245,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",20,6.8,480,0.833333333333333,6.8,0.0682730923694779,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",21,5.2,504,0.875,5.2,0.0522088353413655,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",22,3.6,528,0.916666666666667,3.6,0.036144578313253,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",23,2.8,552,0.958333333333333,2.8,0.0281124497991968,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_1.csv","9HB7IP4W",24,0,576,1,0,0,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",0,99.6,0,0,99.6,0.996996996996997,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",1,99.6,24,0.0476190476190476,99.6,0.996996996996997,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",2.1,99.6,50.4,0.1,99.6,0.996996996996997,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",3.1,99.9,74.4,0.147619047619048,99.9,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",4.1,93.7,98.4,0.195238095238095,93.7,0.937937937937938,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",5.1,87.2,122.4,0.242857142857143,87.2,0.872872872872873,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",6.1,81.2,146.4,0.29047619047619,81.2,0.812812812812813,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",7,74.7,168,0.333333333333333,74.7,0.747747747747748,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",8,67.9,192,0.380952380952381,67.9,0.67967967967968,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",9.1,62.3,218.4,0.433333333333333,62.3,0.623623623623624,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",10.1,52.3,242.4,0.480952380952381,52.3,0.523523523523523,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",11.1,45.8,266.4,0.528571428571429,45.8,0.458458458458458,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",12.1,40.5,290.4,0.576190476190476,40.5,0.405405405405405,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",13,31.8,312,0.619047619047619,31.8,0.318318318318318,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",14.1,27.8,338.4,0.671428571428571,27.8,0.278278278278278,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",15,19.1,360,0.714285714285714,19.1,0.191191191191191,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",16.1,13.2,386.4,0.766666666666667,13.2,0.132132132132132,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",17,9.1,408,0.80952380952381,9.1,0.0910910910910911,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",18,6,432,0.857142857142857,6,0.0600600600600601,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",19,1.3,456,0.904761904761905,1.3,0.013013013013013,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",20,1,480,0.952380952380952,1,0.01001001001001,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_10.csv","9HB7IP4W",21,0,504,1,0,0,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",0,99.8,0,0,99.8,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",1,99.8,24,0.0769230769230769,99.8,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",2,91.5,48,0.153846153846154,91.5,0.916833667334669,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",3,85.6,72,0.230769230769231,85.6,0.857715430861723,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",4,81,96,0.307692307692308,81,0.811623246492986,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",5,72.7,120,0.384615384615385,72.7,0.728456913827655,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",6,59.8,144,0.461538461538462,59.8,0.599198396793587,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",7,45.1,168,0.538461538461538,45.1,0.45190380761523,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",8,31.4,192,0.615384615384615,31.4,0.314629258517034,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",9.1,22.4,218.4,0.7,22.4,0.224448897795591,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",10,15.2,240,0.769230769230769,15.2,0.152304609218437,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",11,9.2,264,0.846153846153846,9.2,0.0921843687374749,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",12.1,3.3,290.4,0.930769230769231,3.3,0.0330661322645291,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_2.csv","9HB7IP4W",13,0,312,1,0,0,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",0,99.9,0,0,99.9,0.999,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",0.8,99.9,19.2,0.0285714285714286,99.9,0.999,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",1.8,100,43.2,0.0642857142857143,100,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",2.9,100,69.6,0.103571428571429,100,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",3.9,96.8,93.6,0.139285714285714,96.8,0.968,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",4.9,89.8,117.6,0.175,89.8,0.898,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",5.9,87.8,141.6,0.210714285714286,87.8,0.878,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",6.9,84.1,165.6,0.246428571428571,84.1,0.841,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",8,77.9,192,0.285714285714286,77.9,0.779,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",9,69.7,216,0.321428571428571,69.7,0.697,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",9.9,65.5,237.6,0.353571428571429,65.5,0.655,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",11,57.5,264,0.392857142857143,57.5,0.575,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",12,51.3,288,0.428571428571429,51.3,0.513,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",13,47.7,312,0.464285714285714,47.7,0.477,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",13.9,42.2,333.6,0.496428571428571,42.2,0.422,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",15,36.8,360,0.535714285714286,36.8,0.368,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",15.9,34.2,381.6,0.567857142857143,34.2,0.342,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",16.9,32.9,405.6,0.603571428571429,32.9,0.329,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",18,30.9,432,0.642857142857143,30.9,0.309,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",19,26.2,456,0.678571428571429,26.2,0.262,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",20,21.8,480,0.714285714285714,21.8,0.218,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",21.9,17.4,525.6,0.782142857142857,17.4,0.174,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",23,16.4,552,0.821428571428571,16.4,0.164,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",24,14.3,576,0.857142857142857,14.3,0.143,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",24.9,12.2,597.6,0.889285714285714,12.2,0.122,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",26,10.2,624,0.928571428571429,10.2,0.102,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",26.9,3.4,645.6,0.960714285714286,3.4,0.034,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_3.csv","9HB7IP4W",28,0,672,1,0,0,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_4.csv","9HB7IP4W",0,99.9,0,0,99.9,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_4.csv","9HB7IP4W",0.8,99.9,19.2,0.0285714285714286,99.9,1,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_4.csv","9HB7IP4W",1.9,98.4,45.6,0.0678571428571429,98.4,0.984984984984985,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_4.csv","9HB7IP4W",2.9,96.6,69.6,0.103571428571429,96.6,0.966966966966967,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_4.csv","9HB7IP4W",3.9,88.5,93.6,0.139285714285714,88.5,0.885885885885886,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
"9HB7IP4W_4.csv","9HB7IP4W",4.9,79.5,117.6,0.175,79.5,0.795795795795796,"Anopheles arabiensis mosquitoes","Beauveria bassiana","Invertebrates","Other insects","Eukaryotes","Fungi","35","raw"
